role,name,key,team
Allrounder,Ganapathi Vignesh,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxMgw,team_chennai
Opening batsman,Murali Vijay,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxMww,team_chennai
Allrounder,Daniel Vettori,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxNAw,team_bangalore
Batsman,Mayank Agarwal,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxNQw,team_bangalore
Bowler,KP Appanna,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxNgw,team_bangalore
Bowler,Sreenath Aravind,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxNww,team_bangalore
Batsman,Arun Karthik,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxOAw,team_bangalore
Allrounder,Raju Bhatkal,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIxOQw,team_bangalore
Wicketkeeper batsman,AB de Villiers,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyMAw,team_bangalore
Allrounder,Tillakaratne Dilshan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyMQw,team_bangalore
Wicketkeeper,Muralidharen Gautam,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyMgw,team_bangalore
Allrounder,Chris Gayle,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyMww,team_bangalore
Batsman,Mohammad Kaif,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyNAw,team_bangalore
Bowler,Abrar Kazi,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyNQw,team_bangalore
Bowler,Zaheer Khan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyNgw,team_bangalore
Middle-order batsman,Virat Kohli,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyNww,team_bangalore
Bowler,Charl Langeveldt,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyOAw,team_bangalore
Allrounder,Andrew McDonald,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIyOQw,team_bangalore
Bowler,Abhimanyu Mithun,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzMAw,team_bangalore
Bowler,Muttiah Muralitharan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzMQw,team_bangalore
Batsman,Karun Nair,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzMgw,team_bangalore
Bowler,Dirk Nannes,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzMww,team_bangalore
Allrounder,Ryan Ninan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzNAw,team_bangalore
Bowler,Harshal Patel,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzNQw,team_bangalore
Bowler,Asad Pathan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzNgw,team_bangalore
Batsman,Luke Pomersbach,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzNww,team_bangalore
Batsman,Cheteshwar Pujara,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzOAw,team_bangalore
Batsman,Rilee Rossouw,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzIzOQw,team_bangalore
Bowler,Jamaluddin Syed Mohammad,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0MAw,team_bangalore
Batsman,Saurabh Tiwary,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0MQw,team_bangalore
Bowler,Vinay Kumar,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0Mgw,team_bangalore
Batsman,Vijay Zol,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0Mww,team_bangalore
Top-order batsman,Rahul Dravid,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0NAw,team_rajasthan
Allrounder,Stuart Binny,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0NQw,team_rajasthan
Allrounder,Johan Botha,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0Ngw,team_rajasthan
Bowler,Deepak Chahar,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0Nww,team_rajasthan
Wicketkeeper batsman,Dinesh Chandimal,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0OAw,team_rajasthan
Batsman,Ankeet Chavan,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI0OQw,team_rajasthan
Batsman,Aakash Chopra,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1MAw,team_rajasthan
Allrounder,Paul Collingwood,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1MQw,team_rajasthan
Bowler,Kevon Cooper,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1Mgw,team_rajasthan
Bowler,Aditya Dole,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1Mww,team_rajasthan
Bowler,Samad Fallah,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1NAw,team_rajasthan
Opening batsman,Faiz Fazal,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1NQw,team_rajasthan
Wicketkeeper batsman,Shreevats Goswami,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1Ngw,team_rajasthan
Top-order batsman,Brad Hodge,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1Nww,team_rajasthan
Allrounder,Brad Hogg,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1OAw,team_rajasthan
Allrounder,Ashok Menaria,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI1OQw,team_rajasthan
Allrounder,Sumit Narwal,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2MAw,team_rajasthan
Bowler,Pankaj Singh,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2MQw,team_rajasthan
Wicketkeeper batsman,Amit Paunikar,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2Mgw,team_rajasthan
Top-order batsman,Ajinkya Rahane,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2Mww,team_rajasthan
Allrounder,Abhishek Raut,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2NAw,team_rajasthan
Batsman,Owais Shah,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2NQw,team_rajasthan
Wicketkeeper batsman,Pinal Shah,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2Ngw,team_rajasthan
Bowler,Amit Singh,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2Nww,team_rajasthan
Bowler,Sreesanth,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2OAw,team_rajasthan
Bowler,Shaun Tait,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI2OQw,team_rajasthan
Bowler,Siddharth Trivedi,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI3MAw,team_rajasthan
Allrounder,Shane Watson,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI3MQw,team_rajasthan
Wicketkeeper,Dishant Yagnik,aglzfmNwLWxpdmVyFgsSBlBsYXllciIKcGxheWVyXzI3Mgw,team_rajasthan
